cluster_id,morph_type,n,hull_ar,scatter_ar,linearity,pair_axial_R,arbin
10452,Type1,7,1.7138309190965015,1.7100546254349502,0.7451766281707146,0.17732875371825993,"(1.5, 2.0]"
10456,Type1,9,2.7129944927863914,2.31947404674032,0.84325920178775,0.5107889342716047,"(2.5, 3.0]"
10470,Type1,5,1.3057532900951023,1.45851886850203,0.6802330246604111,0.1913630868831922,"(1.0, 1.5]"
10472,Type1,7,1.7832559619672368,2.0166633581079143,0.8026418792209725,0.284567934265106,"(1.5, 2.0]"
10474,Type1,5,2.128614693674096,1.753902424587193,0.7546718884117369,0.3810466655293725,"(2.0, 2.5]"
10478,Type0,9,5.661600213094536,5.946618173808518,0.9724989649130004,0.6841871837465375,"(4.0, 10.0]"
10480,Type0,5,3.533924820266067,3.7957646720947347,0.9350979316386033,0.6944807463506536,"(3.0, 4.0]"
10486,Type1,10,2.011692839009883,1.9150490231941584,0.7857485396824017,0.34303533185050117,"(2.0, 2.5]"
10488,Type1,9,2.1077749718118164,1.8307651677772945,0.7702048056324035,0.18642900017194278,"(2.0, 2.5]"
10490,Type1,32,1.7763559688604698,1.7156641505099444,0.7464183800661293,0.2686977075615523,"(1.5, 2.0]"
10498,Type1,7,2.016441854661183,2.037705149267565,0.8059097483082222,0.3845162739397445,"(2.0, 2.5]"
10500,Type1,5,1.1038686053251312,1.253814673413431,0.6112052566105829,0.02952361809049064,"(1.0, 1.5]"
10503,Type0,8,3.941722394113084,3.656727391583393,0.9304185923649276,0.6293717644909136,"(3.0, 4.0]"
10520,Type1,39,3.4509846210065533,3.4450092767258367,0.9222883827993983,0.5893839803005309,"(3.0, 4.0]"
10521,Type1,7,1.4119197136167054,1.5073559289510208,0.6943879135260035,0.27191509654674845,"(1.0, 1.5]"
10522,Type1,8,1.0627741741877086,1.3018991036378156,0.6289344005801064,0.27553928672408295,"(1.0, 1.5]"
10523,Type1,10,1.2505294064762855,1.8810135399667132,0.7796488983406797,0.3430548239228947,"(1.0, 1.5]"
10525,Type1,5,2.654663478003373,2.7076350544190237,0.8799705340324452,0.5669136415056966,"(2.5, 3.0]"
10527,Type1,6,1.464571377385638,1.6173729167042825,0.723443308489454,0.4236321127533462,"(1.0, 1.5]"
10528,Type1,7,1.0351395347426626,1.3053625960222455,0.6301736178149528,0.1882906525396667,"(1.0, 1.5]"
10529,Type0,5,3.293516336230191,2.931458486604488,0.8957622003587745,0.43730117435949395,"(3.0, 4.0]"
10531,Type1,12,2.0615455350380065,3.1991365204586883,0.9109882707830367,0.5375565572664932,"(2.0, 2.5]"
10533,Type1,9,1.1479109300934702,1.359462667117601,0.648893509012806,0.12763909118948188,"(1.0, 1.5]"
10535,Type1,9,1.4060281063720208,1.6557905661331098,0.7327376875205346,0.26616602792314853,"(1.0, 1.5]"
10536,Type0,9,4.34616946799419,4.8365123287200165,0.959002702203245,0.6994029374869759,"(4.0, 10.0]"
10538,Type1,22,1.5210613881614898,1.7765434159786455,0.7593901893830438,0.25800492263337976,"(1.5, 2.0]"
10539,Type0,7,2.4332974821414783,2.2542634119549945,0.8355723860940582,0.35561097455991486,"(2.0, 2.5]"
10540,Type1,7,3.328469928237326,3.0866001573027777,0.9050070817648816,0.38786609275995504,"(3.0, 4.0]"
10543,Type1,15,1.669102805114259,1.8993421854362194,0.7829625957761319,0.40439136661789915,"(1.5, 2.0]"
10544,Type0,6,3.3380244243230615,3.111600355543453,0.9063850697214649,0.6036431180467654,"(3.0, 4.0]"
10545,Type1,27,1.389190394145515,1.3948917982387927,0.6605247824463879,0.1621283341936952,"(1.0, 1.5]"
10546,Type1,15,1.264384437996064,1.949572445420456,0.7917028027562818,0.37745548173786253,"(1.0, 1.5]"
10547,Type1,19,4.682797174994189,4.51360810835144,0.9532112480950455,0.6799521667715377,"(4.0, 10.0]"
10550,Type1,9,1.62393027753847,1.6041364684514998,0.720143025562625,0.31693560689676153,"(1.5, 2.0]"
10552,Type1,16,2.389367293906068,3.2161319675506372,0.9118438247483095,0.580248036425502,"(2.0, 2.5]"
10554,Type1,7,1.515276999273386,1.8571426005199758,0.7752293096422189,0.14321204060960832,"(1.5, 2.0]"
10556,Type1,8,1.97106394069749,1.658411918828516,0.7333568045126224,0.4335330923901019,"(1.5, 2.0]"
10557,Type1,13,3.1187055765775797,3.605227505197544,0.9285595151777796,0.5898751249659567,"(3.0, 4.0]"
10558,Type0,5,4.022876865850616,3.352681413052541,0.9183038083588085,0.6003494805207449,"(4.0, 10.0]"
10560,Type1,10,1.0504479035625325,1.2058790316662753,0.5925259876320782,0.18775312226730592,"(1.0, 1.5]"
10563,Type1,16,1.877293496932286,1.96748524823353,0.7947032705563292,0.3151289442803023,"(1.5, 2.0]"
10566,Type1,34,3.9751123277880103,4.065895428798196,0.9429598335332409,0.5710639661175986,"(3.0, 4.0]"
10572,Type1,7,2.336244404257142,2.280288808546382,0.8387023162712879,0.3962598992595961,"(2.0, 2.5]"
10577,Type0,8,3.261942842706933,2.9201231349327417,0.8950364756573626,0.490305420935144,"(3.0, 4.0]"
10579,Type1,26,1.2149326637727156,1.9210885736478838,0.7868068082868546,0.3014073445706536,"(1.0, 1.5]"
10580,Type1,6,1.2134399356348278,1.0950508164266388,0.5452760230031588,0.05534465748580853,"(1.0, 1.5]"
10581,Type1,6,2.1350106186594093,1.7319605163481402,0.7499804503581728,0.28437513977457074,"(2.0, 2.5]"
10582,Type1,10,3.267184871357584,3.5576829361572724,0.9267780551190253,0.5484479494966064,"(3.0, 4.0]"
10585,Type0,5,2.9962005044730233,2.91475427885736,0.8946902010173675,0.606200039861044,"(2.5, 3.0]"
10602,Type0,5,3.588714546228477,3.530561249629904,0.9257326257605826,0.725413345842865,"(3.0, 4.0]"
10609,Type1,8,1.0783403212046248,1.3201271298774708,0.635400515541282,0.14809061297625592,"(1.0, 1.5]"
10610,Type1,7,1.4389419632366018,1.294816370516786,0.6263846325657803,0.15944804367757306,"(1.0, 1.5]"
10612,Type1,79,2.600711918311578,3.0560972771434782,0.9032856810450759,0.5339955806475172,"(2.5, 3.0]"
10613,Type1,6,1.0850128988664254,1.0170459247005523,0.5084503318380895,0.19696347080644888,"(1.0, 1.5]"
10614,Type0,5,4.268138881969827,3.521388130117382,0.9253741053723701,0.6001769040941641,"(4.0, 10.0]"
10618,Type1,6,2.3689754988324885,2.138083898619521,0.8205119888977027,0.4414642006888073,"(2.0, 2.5]"
10620,Type1,22,1.3793245441564714,1.624513038109683,0.7252024483086766,0.2413908251572843,"(1.0, 1.5]"
10622,Type0,9,4.7352223831827125,4.566785514059828,0.9542449895684263,0.6816214694608516,"(4.0, 10.0]"
10623,Type1,22,1.0250096412334258,1.473331228317764,0.684612718966427,0.2084733962135108,"(1.0, 1.5]"
10624,Type1,25,1.466830122299582,1.2154186675406689,0.5963253557534189,0.12599900581139403,"(1.0, 1.5]"
10625,Type1,17,1.332564302962563,1.1258805719351488,0.5590064889801032,0.062189972348041404,"(1.0, 1.5]"
10626,Type0,5,3.7302263193890064,3.915615156866922,0.9387706695507423,0.6116493438799481,"(3.0, 4.0]"
10629,Type1,6,2.4041551062764803,2.0327495670592084,0.8051468815402223,0.34167366474182354,"(2.0, 2.5]"
10635,Type0,7,2.854545565224996,2.4296043483699106,0.8551349717600851,0.5422619952656991,"(2.5, 3.0]"
10638,Type1,9,1.5014317388734315,1.7351699087202617,0.7506740907505159,0.3264156379933679,"(1.5, 2.0]"
10639,Type1,8,3.928983464844579,4.122980082913566,0.9444412490881448,0.6007779568698055,"(3.0, 4.0]"
10641,Type1,9,1.170275862587122,1.315245706883642,0.6336823603436783,0.10765406282546089,"(1.0, 1.5]"
10645,Type0,5,6.563968066309973,6.753534450126923,0.9785454812783623,0.7903606585911847,"(4.0, 10.0]"
10646,Type1,6,1.1374332047381557,1.8134967802554873,0.7668329458961101,0.4038596708853137,"(1.0, 1.5]"
10647,Type1,7,2.739077337589075,2.8419356055626532,0.8898265626037117,0.504046976361327,"(2.5, 3.0]"
10652,Type0,6,5.954247339800485,6.404993615636061,0.9762040417089846,0.7786035642800355,"(4.0, 10.0]"
10655,Type1,7,1.9748468669539552,1.9335416851468181,0.7889664683694075,0.4234900659096734,"(1.5, 2.0]"
10658,Type1,6,2.4153081671387655,2.43655329062095,0.8558411425724324,0.46444076212085456,"(2.0, 2.5]"
10659,Type1,7,1.773361101238815,1.530831838730424,0.7009073977667746,0.16947152946867386,"(1.5, 2.0]"
