"block","r","obs","lo","hi"
2,1776,238.336831685134,-20.7405533970327,21.9715534211655
2,1800,237.368262732325,-21.1767879866088,22.261152776422
2,1824,236.561250480141,-21.4685078641576,22.5789089279831
2,1848,236.041390893009,-21.7830390921586,22.880761317389
2,1872,235.207151828816,-22.2020334347699,23.1344818506113
2,1896,233.294186033707,-22.6420644201573,23.3183349234714
2,1920,231.360991717721,-23.2021451887858,23.5910890965079
2,1944,229.411921250224,-23.7628965785998,23.889074019007
2,1968,227.385755443212,-24.0836599606837,24.2600980102568
2,1992,225.372391980251,-24.3556413001377,24.554498027049
2,2016,223.303060619784,-24.6871669314885,24.8310624609105
3,0,0,0,0
3,24,413.126604231036,-3.36016134971858,1.72839433830234
3,48,543.015613327794,-2.76526416171464,2.11944688696234
3,72,616.674182625035,-2.18079261268447,1.87572324332581
3,96,657.407744481251,-3.83220418635528,3.15142235384647
3,120,681.422553519102,-3.35507493511021,2.65891814618625
3,144,698.802554032499,-2.98689330578404,2.79227515650902
3,168,710.684717151507,-3.00552001015413,2.81315484941157
3,192,717.688407839575,-2.94681237826467,3.55098768654014
3,216,719.932641391054,-2.9770734753715,2.86790764246527
3,240,720.365872455035,-3.4006411940762,2.79105350517261
3,264,718.408913806885,-3.46493288663157,2.61565586618968
3,288,717.669402842589,-3.19521777649646,2.29556511995401
3,312,715.469258206461,-3.09938068534035,2.58971643219547
3,336,712.915450733492,-3.43983706331511,3.00097322025545
3,360,708.814099879726,-3.02123754312015,2.82919391594476
3,384,703.228489921219,-2.93183766670552,3.72750594097022
3,408,698.911746899455,-3.24768034762036,3.96514552932996
3,432,693.031812500572,-2.88695082031211,3.98066612691923
3,456,685.913566669963,-3.13713570959078,4.83719520982589
3,480,677.550780191653,-3.23054128767268,4.79382762124266
3,504,668.852538146605,-3.75962610284472,5.88764772832889
3,528,660.913728973719,-3.98684826887757,5.69541444161689
3,552,653.852731485418,-4.08459618524955,5.59016360832368
3,576,647.822981185464,-4.49397395599578,5.85911676700937
3,600,642.646087707014,-4.6623372577094,5.82172219228084
3,624,638.649304975653,-4.88299441002334,5.50938458167559
3,648,635.018455200922,-5.91891070284521,5.44378203211534
3,672,631.432697697444,-6.47296433641543,5.64634469681585
3,696,628.361574993115,-6.7706444783272,5.84323522700231
3,720,625.600524416686,-6.63221235646711,5.65266978906755
3,744,623.474798354525,-6.40678455234695,5.9227939588634
3,768,620.902164712989,-6.16281343416074,5.66348171627067
3,792,616.424397044444,-5.78229584989492,6.15414419225749
3,816,611.971279229271,-6.29332889431089,6.72217164805011
3,840,608.067024186499,-6.49197679598274,6.71196829670646
3,864,604.218317920986,-7.15332043420415,6.58719800779022
3,888,599.978224311574,-7.26278072143339,6.89328718220941
3,912,595.218364589128,-7.15939288818595,7.03030683470627
3,936,590.989972897405,-7.40978398691811,7.21143439407149
3,960,585.743396143431,-7.7144327698619,7.33910286591254
3,984,580.892582176665,-7.4327510471619,7.74071666804468
3,1008,577.108474736437,-7.53233381966993,7.67381733786772
3,1032,573.129161081361,-7.91672230622157,7.99512300455149
3,1056,569.46801954396,-8.24831731066843,7.89892485036421
3,1080,567.626899067527,-8.70518258114976,8.00647469636829
3,1104,568.074437271142,-8.84356388312062,8.22928675087496
3,1128,568.209738559905,-8.76462598747457,8.26968511065365
3,1152,568.629583256322,-9.27297244919964,8.45160491485581
3,1176,567.958463452706,-9.46842494485327,8.5761937300756
3,1200,565.677983862268,-9.06227207444181,8.58622471813987
3,1224,562.985736031121,-9.49110708045032,8.74142586453127
3,1248,560.749408609335,-9.70535645250425,9.03996687017207
3,1272,560.291004586852,-10.0047835048147,9.19998526378004
3,1296,558.806646326937,-10.7533740049837,9.35503395285082
3,1320,555.694117569138,-10.7433917218507,9.23191372743076
3,1344,553.50480342788,-11.1792792322651,9.15845785096167
3,1368,551.57433714648,-11.6765553809662,9.31614959894819
3,1392,549.92602460489,-11.8947776161265,9.22249801235216
3,1416,546.667925621076,-12.0997455774502,9.3438840517797
3,1440,543.779232634813,-12.1425917317804,9.51359284846603
3,1464,542.058489294245,-12.4729904694382,9.28941371969245
3,1488,540.357909309975,-12.6390584709773,9.60722247468334
3,1512,538.042558800894,-12.9868513923711,9.8366475772259
3,1536,534.97650876657,-13.1060048698641,10.0263140450656
3,1560,531.82860431187,-13.5986227566018,10.4999034940163
3,1584,528.767008046686,-14.1393816812524,10.7093333009079
3,1608,526.312195828497,-14.3499672610249,10.5508594145731
3,1632,524.21374769164,-14.8931409711379,11.1067574617321
3,1656,523.739411892617,-15.2040800172581,11.5166025247561
3,1680,524.216256966332,-15.5306368852434,11.501439768592
3,1704,525.852400873516,-15.8004745691651,11.7542172742947
3,1728,527.186492277677,-16.2048521837801,12.3078924998763
3,1752,527.271134860815,-16.5633052096891,12.6318055380912
3,1776,526.497615691774,-16.4317538738105,12.6957387774112
3,1800,524.394567550823,-16.9014475916949,13.0971288546502
3,1824,523.367318146102,-17.5441509255013,13.138628524355
3,1848,521.831503813293,-17.8379192695932,13.9076830210756
3,1872,521.267918472277,-18.0283577368355,14.4785084133559
3,1896,519.88879731293,-18.2692741373642,14.5768821897709
3,1920,519.706931657736,-18.4834944045474,14.8247002058035
3,1944,519.521971201007,-18.5456134630911,14.7335469437044
3,1968,520.785540798553,-18.3307592536951,14.8123407324731
3,1992,522.168883830318,-18.6794333082028,14.8889949975899
3,2016,523.431536343563,-18.7943883504397,15.1470139397718
4,0,0,0,0
4,24,312.420043113246,-3.10509102113059,3.22890475251889
4,48,426.761733204311,-3.71691052418033,1.51377786431872
4,72,504.472875510012,-3.18903979344002,2.37240965257057
4,96,563.283158764494,-3.32372603237975,2.99526522846143
4,120,606.177960098672,-3.25554307033116,3.01218148690982
4,144,634.801993498582,-4.78005822255852,3.69246047384334
4,168,651.082591008887,-5.36938986915573,2.6111750514454
4,192,661.234440574099,-6.44380669790351,2.86244470125953
4,216,665.081045503275,-5.65209830937178,3.23305960639203
4,240,664.686268182229,-7.10955138601378,3.27108780745695
4,264,667.313631191086,-6.20244592206734,3.73872203011393
4,288,675.506092433472,-6.32399864315994,3.66768379465344
4,312,687.769140349589,-6.57289598179466,3.2428067619133
4,336,697.975042826904,-7.67832134923879,3.85848853338751
4,360,699.399749051627,-8.46252650895406,4.48538714489752
4,384,694.437322098715,-8.42697481120302,3.77861319235467
4,408,689.593408360702,-8.09548401306017,5.30659968117811
